date,day,meals_prepared,meals_consumed,temperature,rainfall,is_holiday,is_weekend,special_event,food_cost_per_meal
2026-03-11,Wednesday,517,476,28.4,17.4,0,0,0,60
2026-03-12,Thursday,611,513,32.1,0.0,0,0,0,60
2026-03-13,Friday,549,499,32.2,9.2,0,0,0,60
2026-03-14,Saturday,408,386,33.3,6.6,0,1,0,60
2026-03-15,Sunday,436,412,22.4,0.1,0,1,0,60
2026-03-16,Monday,544,460,30.2,17.6,0,0,0,60
2026-03-17,Tuesday,491,448,19.2,11.8,0,0,0,60
2026-03-18,Wednesday,589,520,25.7,6.0,0,0,0,60
2026-03-19,Thursday,628,565,36.1,5.1,0,0,1,60
2026-03-20,Friday,518,472,30.7,0.0,0,0,0,60
2026-03-21,Saturday,240,166,26.9,15.3,1,1,0,60
2026-03-22,Sunday,466,395,21.5,0.0,0,1,0,60
2026-03-23,Monday,466,424,35.6,14.6,0,0,0,60
2026-03-24,Tuesday,519,458,31.3,0.0,0,0,0,60
2026-03-25,Wednesday,504,453,28.8,0.0,0,0,0,60
2026-03-26,Thursday,525,483,25.4,0.0,0,0,0,60
2026-03-27,Friday,553,486,31.0,3.6,0,0,0,60
2026-03-28,Saturday,588,491,28.6,15.0,0,1,1,60
2026-03-29,Sunday,438,371,34.1,0.0,0,1,0,60
2026-03-30,Monday,580,506,25.4,1.3,0,0,0,60
2026-03-31,Tuesday,565,514,28.9,2.7,0,0,0,60
2026-04-01,Wednesday,538,510,29.7,0.0,0,0,0,60
2026-04-02,Thursday,536,496,29.9,1.6,0,0,0,60
2026-04-03,Friday,336,267,34.1,16.4,1,0,0,60
2026-04-04,Saturday,486,407,23.5,8.5,0,1,0,60
2026-04-05,Sunday,434,378,28.8,0.0,0,1,0,60
2026-04-06,Monday,566,472,33.4,14.9,0,0,0,60
2026-04-07,Tuesday,584,505,32.4,0.0,0,0,0,60
2026-04-08,Wednesday,567,526,26.2,3.3,0,0,0,60
2026-04-09,Thursday,524,468,41.8,9.5,0,0,0,60
2026-04-10,Friday,643,549,23.3,8.5,0,0,0,60
2026-04-11,Saturday,235,175,26.2,0.0,1,1,0,60
2026-04-12,Sunday,459,387,29.9,0.0,0,1,0,60
2026-04-13,Monday,496,462,37.2,0.0,0,0,0,60
2026-04-14,Tuesday,535,491,34.0,5.7,0,0,0,60
2026-04-15,Wednesday,506,458,26.9,3.8,0,0,0,60
2026-04-16,Thursday,544,496,32.4,7.4,0,0,0,60
2026-04-17,Friday,551,500,31.6,8.7,0,0,0,60
2026-04-18,Saturday,471,383,30.9,26.9,0,1,0,60
2026-04-19,Sunday,512,439,32.4,0.0,0,1,0,60
2026-04-20,Monday,585,524,32.8,0.0,0,0,0,60
2026-04-21,Tuesday,547,510,34.6,0.8,0,0,0,60
2026-04-22,Wednesday,477,440,42.1,6.5,0,0,0,60
2026-04-23,Thursday,565,511,27.2,3.9,0,0,0,60
2026-04-24,Friday,498,409,39.4,6.1,0,0,0,60
2026-04-25,Saturday,484,455,30.0,7.4,0,1,0,60
2026-04-26,Sunday,457,421,25.5,0.0,0,1,0,60
2026-04-27,Monday,351,326,28.8,0.0,1,0,0,60
2026-04-28,Tuesday,568,482,43.1,0.0,0,0,0,60
2026-04-29,Wednesday,566,483,38.8,5.9,0,0,0,60
2026-04-30,Thursday,530,479,23.4,1.4,0,0,0,60
2026-05-01,Friday,548,523,29.7,0.8,0,0,0,60
2026-05-02,Saturday,390,353,27.0,4.7,0,1,0,60
2026-05-03,Sunday,240,183,33.1,0.0,1,1,0,60
2026-05-04,Monday,634,576,34.5,13.2,0,0,1,60
2026-05-05,Tuesday,423,357,24.3,5.1,1,0,0,60
2026-05-06,Wednesday,579,510,33.5,9.3,0,0,0,60
2026-05-07,Thursday,592,513,25.7,0.0,0,0,0,60
2026-05-08,Friday,574,504,31.0,5.5,0,0,0,60
2026-05-09,Saturday,405,369,34.7,2.3,0,1,0,60
2026-05-10,Sunday,435,400,24.6,0.0,0,1,0,60
2026-05-11,Monday,560,488,34.5,4.8,0,0,0,60
2026-05-12,Tuesday,549,504,26.7,9.8,0,0,0,60
2026-05-13,Wednesday,551,484,32.8,0.0,0,0,0,60
2026-05-14,Thursday,509,482,34.2,0.0,0,0,0,60
2026-05-15,Friday,675,635,32.9,0.0,0,0,1,60
2026-05-16,Saturday,327,236,31.7,0.0,1,1,0,60
2026-05-17,Sunday,479,392,28.5,8.4,0,1,0,60
2026-05-18,Monday,426,338,32.3,0.0,1,0,0,60
2026-05-19,Tuesday,635,587,33.1,2.2,0,0,1,60
2026-05-20,Wednesday,555,475,31.7,14.5,0,0,0,60
2026-05-21,Thursday,551,485,36.6,11.6,0,0,0,60
2026-05-22,Friday,517,479,30.7,3.2,0,0,0,60
2026-05-23,Saturday,440,378,37.7,8.6,0,1,0,60
2026-05-24,Sunday,482,408,33.1,10.1,0,1,0,60
2026-05-25,Monday,570,495,27.5,7.5,0,0,0,60
2026-05-26,Tuesday,499,465,35.1,13.7,0,0,0,60
2026-05-27,Wednesday,553,520,38.4,0.0,0,0,0,60
2026-05-28,Thursday,535,476,37.8,9.8,0,0,0,60
2026-05-29,Friday,585,492,32.8,0.0,0,0,0,60
2026-05-30,Saturday,359,333,38.8,15.6,0,1,0,60
2026-05-31,Sunday,402,366,27.7,10.5,0,1,0,60
2026-06-01,Monday,603,506,33.1,0.0,0,0,0,60
2026-06-02,Tuesday,301,276,34.1,12.5,1,0,0,60
2026-06-03,Wednesday,356,315,29.0,0.0,1,0,0,60
2026-06-04,Thursday,531,488,22.3,0.0,0,0,0,60
2026-06-05,Friday,524,488,27.6,0.2,0,0,0,60
2026-06-06,Saturday,440,408,30.9,0.0,0,1,0,60
2026-06-07,Sunday,457,391,29.8,0.0,0,1,0,60
2026-06-08,Monday,559,500,31.5,0.0,0,0,0,60
2026-06-09,Tuesday,553,497,29.6,0.0,0,0,0,60
2026-06-10,Wednesday,629,541,26.8,7.3,0,0,0,60
2026-06-11,Thursday,528,493,32.0,0.0,0,0,0,60
2026-06-12,Friday,545,458,34.2,16.6,0,0,0,60
2026-06-13,Saturday,469,439,34.8,0.1,0,1,0,60
2026-06-14,Sunday,439,368,28.6,5.1,0,1,0,60
2026-06-15,Monday,539,505,31.5,0.0,0,0,0,60
2026-06-16,Tuesday,524,482,24.5,0.0,0,0,0,60
2026-06-17,Wednesday,546,482,24.5,4.8,0,0,0,60
2026-06-18,Thursday,548,511,28.8,6.2,0,0,0,60
2026-06-19,Friday,593,513,32.0,0.5,0,0,0,60
2026-06-20,Saturday,403,345,36.1,1.9,0,1,0,60
2026-06-21,Sunday,424,344,25.3,0.0,0,1,0,60
2026-06-22,Monday,568,469,19.4,2.6,0,0,0,60
2026-06-23,Tuesday,532,463,27.4,14.1,0,0,0,60
2026-06-24,Wednesday,544,522,19.3,3.2,0,0,0,60
2026-06-25,Thursday,496,458,19.6,16.8,0,0,0,60
2026-06-26,Friday,527,477,27.9,5.0,0,0,0,60
2026-06-27,Saturday,415,341,27.7,13.1,0,1,0,60
2026-06-28,Sunday,423,402,33.8,8.9,0,1,0,60
2026-06-29,Monday,551,455,30.5,13.4,0,0,0,60
2026-06-30,Tuesday,578,504,29.7,7.0,0,0,0,60
2026-07-01,Wednesday,519,477,34.3,0.0,0,0,0,60
2026-07-02,Thursday,529,485,34.8,10.9,0,0,0,60
2026-07-03,Friday,618,524,27.0,1.2,0,0,0,60
2026-07-04,Saturday,398,371,27.7,0.0,0,1,0,60
2026-07-05,Sunday,441,402,31.6,0.0,0,1,0,60
2026-07-06,Monday,516,450,15.0,19.6,0,0,0,60
2026-07-07,Tuesday,529,488,25.3,17.0,0,0,0,60
2026-07-08,Wednesday,573,487,24.5,0.0,0,0,0,60
2026-07-09,Thursday,519,452,31.8,0.0,0,0,0,60
2026-07-10,Friday,586,494,29.7,0.0,0,0,0,60
2026-07-11,Saturday,453,381,36.3,0.0,0,1,0,60
2026-07-12,Sunday,582,496,36.4,1.3,0,1,1,60
2026-07-13,Monday,559,537,29.4,3.7,0,0,0,60
2026-07-14,Tuesday,617,552,33.0,6.4,0,0,0,60
2026-07-15,Wednesday,476,452,31.7,1.8,0,0,0,60
2026-07-16,Thursday,561,492,25.7,4.0,0,0,0,60
2026-07-17,Friday,545,497,32.4,0.0,0,0,0,60
2026-07-18,Saturday,348,322,36.6,12.2,0,1,0,60
2026-07-19,Sunday,515,430,22.4,0.0,0,1,0,60
2026-07-20,Monday,473,444,27.7,0.0,0,0,0,60
2026-07-21,Tuesday,569,537,31.0,6.6,0,0,1,60
2026-07-22,Wednesday,526,501,26.7,4.3,0,0,0,60
2026-07-23,Thursday,533,485,25.2,1.3,0,0,0,60
2026-07-24,Friday,596,528,31.1,0.0,0,0,0,60
2026-07-25,Saturday,515,443,23.1,0.0,0,1,0,60
2026-07-26,Sunday,469,383,25.7,1.7,0,1,0,60
2026-07-27,Monday,522,462,29.5,0.0,0,0,0,60
2026-07-28,Tuesday,563,493,31.6,5.8,0,0,0,60
2026-07-29,Wednesday,519,441,23.7,16.6,0,0,0,60
2026-07-30,Thursday,568,481,39.1,0.6,0,0,0,60
2026-07-31,Friday,559,498,20.2,0.0,0,0,0,60
2026-08-01,Saturday,471,430,36.1,8.4,0,1,1,60
2026-08-02,Sunday,521,426,29.5,6.4,0,1,0,60
2026-08-03,Monday,470,448,32.9,13.8,0,0,0,60
2026-08-04,Tuesday,446,402,38.2,11.6,0,0,0,60
2026-08-05,Wednesday,584,531,32.9,0.0,0,0,0,60
2026-08-06,Thursday,559,526,31.9,5.0,0,0,0,60
2026-08-07,Friday,515,462,38.3,0.0,0,0,0,60
2026-08-08,Saturday,244,177,20.5,13.5,1,1,0,60
2026-08-09,Sunday,474,398,29.8,5.8,0,1,0,60
2026-08-10,Monday,583,497,32.4,0.9,0,0,0,60
2026-08-11,Tuesday,610,516,27.0,0.0,0,0,0,60
2026-08-12,Wednesday,473,427,29.4,0.0,0,0,0,60
2026-08-13,Thursday,524,440,28.1,8.4,0,0,0,60
2026-08-14,Friday,545,471,27.0,6.6,0,0,0,60
2026-08-15,Saturday,378,338,21.2,15.5,0,1,0,60
2026-08-16,Sunday,497,424,25.0,0.0,0,1,0,60
2026-08-17,Monday,577,529,32.6,0.0,0,0,0,60
2026-08-18,Tuesday,571,482,24.0,10.1,0,0,0,60
2026-08-19,Wednesday,483,429,39.1,0.8,0,0,0,60
2026-08-20,Thursday,589,504,33.6,0.0,0,0,0,60
2026-08-21,Friday,310,287,32.1,14.8,1,0,0,60
2026-08-22,Saturday,467,422,25.2,0.0,0,1,0,60
2026-08-23,Sunday,468,402,32.3,10.2,0,1,0,60
2026-08-24,Monday,543,473,21.7,0.0,0,0,0,60
2026-08-25,Tuesday,405,337,33.8,0.0,1,0,0,60
2026-08-26,Wednesday,470,449,25.8,13.0,0,0,0,60
2026-08-27,Thursday,365,311,19.9,1.5,1,0,0,60
2026-08-28,Friday,569,504,23.6,4.5,0,0,0,60
2026-08-29,Saturday,447,400,34.7,0.0,0,1,0,60
2026-08-30,Sunday,480,405,29.1,9.2,0,1,0,60
2026-08-31,Monday,598,503,20.7,3.9,0,0,0,60
2026-09-01,Tuesday,572,494,25.6,0.0,0,0,0,60
2026-09-02,Wednesday,458,428,30.2,12.3,0,0,0,60
2026-09-03,Thursday,551,522,31.2,8.2,0,0,0,60
2026-09-04,Friday,389,301,33.6,0.0,1,0,0,60
2026-09-05,Saturday,414,346,30.4,7.4,0,1,0,60
2026-09-06,Sunday,412,385,34.4,0.0,0,1,0,60
2026-09-07,Monday,552,506,37.1,0.0,0,0,0,60
2026-09-08,Tuesday,504,459,31.7,0.0,0,0,0,60
2026-09-09,Wednesday,607,527,31.7,0.0,0,0,0,60
2026-09-10,Thursday,536,502,35.3,3.0,0,0,0,60
2026-09-11,Friday,539,473,40.4,0.0,0,0,0,60
2026-09-12,Saturday,288,222,25.1,0.0,1,1,0,60
2026-09-13,Sunday,474,399,22.3,5.1,0,1,0,60
2026-09-14,Monday,557,473,27.1,0.0,0,0,0,60
2026-09-15,Tuesday,516,440,37.9,7.6,0,0,0,60
2026-09-16,Wednesday,665,620,29.3,0.0,0,0,1,60
2026-09-17,Thursday,504,452,24.9,12.8,0,0,0,60
2026-09-18,Friday,474,450,38.0,4.7,0,0,0,60
2026-09-19,Saturday,400,371,30.4,0.0,0,1,0,60
2026-09-20,Sunday,478,423,21.6,1.3,0,1,0,60
2026-09-21,Monday,542,510,27.4,4.4,0,0,0,60
2026-09-22,Tuesday,493,446,30.7,22.6,0,0,0,60
2026-09-23,Wednesday,643,554,28.6,0.0,0,0,0,60
2026-09-24,Thursday,523,497,36.0,0.0,0,0,0,60
2026-09-25,Friday,552,498,34.3,4.1,0,0,0,60
2026-09-26,Saturday,470,404,29.6,0.0,0,1,0,60
2026-09-27,Sunday,408,379,41.4,0.0,0,1,0,60
2026-09-28,Monday,360,299,29.5,7.5,1,0,0,60
2026-09-29,Tuesday,538,483,33.4,4.0,0,0,0,60
2026-09-30,Wednesday,450,358,28.0,0.0,1,0,0,60
2026-10-01,Thursday,677,610,23.5,0.0,0,0,1,60
2026-10-02,Friday,516,446,32.1,12.1,0,0,0,60
2026-10-03,Saturday,453,416,32.3,13.8,0,1,0,60
2026-10-04,Sunday,476,408,34.4,11.8,0,1,0,60
2026-10-05,Monday,490,457,30.7,15.7,0,0,0,60
2026-10-06,Tuesday,537,486,26.0,0.0,0,0,0,60
2026-10-07,Wednesday,484,460,15.4,19.4,0,0,0,60
2026-10-08,Thursday,545,481,24.1,4.0,0,0,0,60
2026-10-09,Friday,621,588,30.9,0.0,0,0,1,60
2026-10-10,Saturday,476,402,28.9,0.0,0,1,0,60
2026-10-11,Sunday,400,348,34.9,0.0,1,1,1,60
2026-10-12,Monday,320,286,36.9,0.0,1,0,0,60
2026-10-13,Tuesday,500,466,37.7,8.3,0,0,0,60
2026-10-14,Wednesday,619,526,28.9,8.0,0,0,0,60
2026-10-15,Thursday,538,501,29.1,0.1,0,0,0,60
2026-10-16,Friday,540,457,30.3,0.0,0,0,0,60
2026-10-17,Saturday,474,385,36.1,0.0,0,1,0,60
2026-10-18,Sunday,453,390,32.4,4.3,0,1,0,60
2026-10-19,Monday,505,475,32.5,0.0,0,0,0,60
2026-10-20,Tuesday,453,405,38.1,13.9,0,0,0,60
2026-10-21,Wednesday,523,487,37.5,17.9,0,0,0,60
2026-10-22,Thursday,494,419,38.0,12.6,0,0,0,60
2026-10-23,Friday,487,447,36.9,5.5,0,0,0,60
2026-10-24,Saturday,343,323,29.8,17.5,0,1,0,60
2026-10-25,Sunday,549,516,20.8,2.7,0,1,1,60
2026-10-26,Monday,550,498,30.6,0.0,0,0,0,60
2026-10-27,Tuesday,696,605,34.8,3.4,0,0,1,60
2026-10-28,Wednesday,537,444,35.4,13.0,0,0,0,60
2026-10-29,Thursday,543,479,23.6,5.3,0,0,0,60
2026-10-30,Friday,573,546,24.7,0.0,0,0,0,60
2026-10-31,Saturday,451,430,30.4,0.0,0,1,0,60
2026-11-01,Sunday,410,389,28.0,13.7,0,1,0,60
2026-11-02,Monday,540,450,41.5,0.0,0,0,0,60
2026-11-03,Tuesday,574,486,35.0,0.8,0,0,0,60
2026-11-04,Wednesday,507,455,40.2,3.0,0,0,0,60
2026-11-05,Thursday,560,479,35.4,7.5,0,0,0,60
2026-11-06,Friday,525,465,25.1,0.7,0,0,0,60
2026-11-07,Saturday,393,355,31.8,0.0,0,1,0,60
2026-11-08,Sunday,474,394,22.3,0.0,0,1,0,60
2026-11-09,Monday,319,291,33.7,0.0,1,0,0,60
2026-11-10,Tuesday,607,519,25.9,0.0,0,0,0,60
2026-11-11,Wednesday,584,510,27.8,0.0,0,0,0,60
2026-11-12,Thursday,574,490,30.0,0.0,0,0,0,60
2026-11-13,Friday,592,508,26.4,2.0,0,0,0,60
2026-11-14,Saturday,499,425,29.3,5.7,0,1,0,60
2026-11-15,Sunday,467,390,34.4,7.4,0,1,0,60
2026-11-16,Monday,514,479,36.0,2.3,0,0,0,60
2026-11-17,Tuesday,606,520,36.1,3.7,0,0,0,60
2026-11-18,Wednesday,579,530,32.7,9.7,0,0,0,60
2026-11-19,Thursday,580,490,35.3,5.9,0,0,0,60
2026-11-20,Friday,513,431,35.3,14.6,0,0,0,60
2026-11-21,Saturday,310,212,31.5,0.0,1,1,0,60
2026-11-22,Sunday,485,425,22.8,0.0,0,1,0,60
2026-11-23,Monday,525,500,29.2,0.0,0,0,0,60
2026-11-24,Tuesday,529,444,35.0,16.6,0,0,0,60
2026-11-25,Wednesday,625,545,32.9,0.0,0,0,0,60
2026-11-26,Thursday,566,519,19.9,4.2,0,0,0,60
2026-11-27,Friday,396,309,29.4,0.0,1,0,0,60
2026-11-28,Saturday,462,408,26.4,7.2,0,1,0,60
2026-11-29,Sunday,442,373,30.8,3.3,0,1,0,60
2026-11-30,Monday,398,351,27.1,5.6,1,0,0,60
2026-12-01,Tuesday,533,444,27.8,18.2,0,0,0,60
2026-12-02,Wednesday,542,479,31.4,2.8,0,0,0,60
2026-12-03,Thursday,637,585,34.1,5.3,0,0,1,60
2026-12-04,Friday,505,480,33.3,0.0,0,0,0,60
2026-12-05,Saturday,416,366,26.2,4.9,0,1,0,60
2026-12-06,Sunday,439,396,19.6,2.3,0,1,0,60
2026-12-07,Monday,557,487,28.4,0.0,0,0,0,60
2026-12-08,Tuesday,327,294,30.9,13.4,1,0,0,60
2026-12-09,Wednesday,546,461,27.9,15.6,0,0,0,60
2026-12-10,Thursday,528,465,29.2,4.7,0,0,0,60
2026-12-11,Friday,538,478,22.0,6.9,0,0,0,60
2026-12-12,Saturday,428,378,33.3,9.5,0,1,0,60
2026-12-13,Sunday,493,397,30.5,0.0,0,1,0,60
2026-12-14,Monday,588,490,28.1,2.0,0,0,0,60
2026-12-15,Tuesday,480,445,31.3,13.5,0,0,0,60
2026-12-16,Wednesday,368,320,35.9,6.8,1,0,0,60
2026-12-17,Thursday,502,472,22.9,5.4,0,0,0,60
2026-12-18,Friday,589,540,26.9,0.0,0,0,0,60
2026-12-19,Saturday,447,413,34.1,0.0,0,1,0,60
2026-12-20,Sunday,253,185,36.5,0.0,1,1,0,60
2026-12-21,Monday,508,465,29.2,0.0,0,0,0,60
2026-12-22,Tuesday,597,507,30.0,1.3,0,0,0,60
2026-12-23,Wednesday,588,495,38.3,15.4,0,0,0,60
2026-12-24,Thursday,546,523,24.5,0.0,0,0,0,60
2026-12-25,Friday,551,458,31.2,1.1,0,0,0,60
2026-12-26,Saturday,437,345,20.8,0.0,0,1,0,60
2026-12-27,Sunday,423,369,29.2,15.1,0,1,0,60
2026-12-28,Monday,578,494,28.0,11.0,0,0,0,60
2026-12-29,Tuesday,420,347,33.6,0.3,1,0,0,60
2026-12-30,Wednesday,552,489,38.1,0.4,0,0,0,60
2026-12-31,Thursday,513,476,26.3,0.0,0,0,0,60
